title,id,date,bucket,confidence,num_assets,file
Ghar par water bag,69692135-0f9c-8323-a8a4-b880564207a2,2026-01-15,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Ghar_par_water_bag__69692135.md
Kerakesaea Rasayanam Benefits,69692ec2-8614-8324-984e-bde5b4611f72,2026-01-15,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Kerakesaea_Rasayanam_Benefits__69692ec2.md
Girls Mind Change Explained,696a51e1-cb30-8322-80cf-2ae4227b28a1,2026-01-16,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Girls_Mind_Change_Explained__696a51e1.md
लैपटॉप से डॉक्यूमेंट चोरी कंप्लेंट,696a855e-6b24-8321-acbf-3d1afed3555a,2026-01-16,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/लपटप_स_डकयमट_चर_कपलट__696a855e.md
Saraswatarishta aur sar dard,696abbb5-4214-8321-9f85-13988dbb973e,2026-01-16,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Saraswatarishta_aur_sar_dard__696abbb5.md
UGC Company Profile Creation,696b090f-bab0-8323-9bd3-72ee57dabc82,2026-01-17,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/UGC_Company_Profile_Creation__696b090f.md
UGC Company Portfolio,696b0979-6a30-8320-a890-4d387c4c701e,2026-01-17,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/UGC_Company_Portfolio__696b0979.md
Bulk Model Sourcing Partners,696b66ae-be30-8321-8b83-27a2ea0e85b7,2026-01-17,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Bulk_Model_Sourcing_Partners__696b66ae.md
B2B Demand-Supply Ecosystem,696bd30e-4164-8320-a22d-f846c501ea7f,2026-01-17,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/B2B_Demand-Supply_Ecosystem__696bd30e.md
Potli Massage Cost and Uses,696c19f7-da10-8324-a9f2-2ce365c850a3,2026-01-17,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Potli_Massage_Cost_and_Uses__696c19f7.md
FB Ads Conversion Cost UAE,696c8953-38cc-8324-932c-c3cac1fd562a,2026-01-18,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/FB_Ads_Conversion_Cost_UAE__696c8953.md
UAE Digital Marketing ROI,696cf9c2-5858-8320-ab98-bccfc84e6c57,2026-01-18,Nivy Next (Digital Marketing & AI),7,0,Nivy_Next_Digital_Marketing_AI/UAE_Digital_Marketing_ROI__696cf9c2.md
Body Ache Medicine Advice,696d3f0c-3900-8323-8c8f-9c6a9da4bfd8,2026-01-18,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Body_Ache_Medicine_Advice__696d3f0c.md
Radha Naam aur Ghar Shanti,696ea985-b334-8324-b81a-0b563807f9d8,2026-01-19,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Radha_Naam_aur_Ghar_Shanti__696ea985.md
Kali Naam Se Bhoot Pret,696fd90f-8b04-8320-a752-2398a186836c,2026-01-20,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Kali_Naam_Se_Bhoot_Pret__696fd90f.md
PG options in Lucknow,696fe7a0-6860-8320-b546-f5760cae50d3,2026-01-20,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/PG_options_in_Lucknow__696fe7a0.md
Venizep dawa withdrawal symptoms,696ff674-3c10-8322-9c79-ef3f4e8c8785,2026-01-20,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Venizep_dawa_withdrawal_symptoms__696ff674.md
CA Website for Global Expansion,6970b62b-4fec-8324-8a29-87d8d06f30a8,2026-01-21,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/CA_Website_for_Global_Expansion__6970b62b.md
Nivy Empires Website Blueprint,6970ea44-da44-8323-b9dc-b7b659341dcf,2026-01-21,Nivy Global (Master Brand & HQ),5,0,Nivy_Global_Master_Brand_HQ/Nivy_Empires_Website_Blueprint__6970ea44.md
Instagram Growth Strategy,697115d7-f9cc-8320-9ae7-29ddcb9cbaf5,2026-01-21,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Instagram_Growth_Strategy__697115d7.md
Data scraping,69712cd3-1754-8323-8d02-303aff9adf0d,2026-01-21,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Data_scraping__69712cd3.md
Lead Scraping with Apify,6971e340-cbb0-8320-940f-89850a010b67,2026-01-22,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Lead_Scraping_with_Apify__6971e340.md
Tutorial Videos for Workflow,6971ff82-3a10-8321-98d5-da0aa5ab6b0b,2026-01-22,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Tutorial_Videos_for_Workflow__6971ff82.md
Business Profile Outline Nivy,69721b2e-543c-8324-b1b3-6868098b0ddf,2026-01-22,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Business_Profile_Outline_Nivy__69721b2e.md
NIVY Tier-One Strategy,697257f4-331c-8324-8817-aba18bd35ae8,2026-01-22,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/NIVY_Tier-One_Strategy__697257f4.md
Cognitive Hyper-Vigilance Loop,6972610e-53b0-8321-a053-6aa3e62cf057,2026-01-22,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Cognitive_Hyper-Vigilance_Loop__6972610e.md
Youth Fun Club Blueprint,69734c12-4eb0-8321-98be-4b63025f43d2,2026-01-23,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Youth_Fun_Club_Blueprint__69734c12.md
Normal Friendship with Girls,697507e6-de70-8324-87ac-ecf6c9e28c70,2026-01-24,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Normal_Friendship_with_Girls__697507e6.md
CA Services Case Studies,6975c22e-f81c-8398-853a-34f2516431a0,2026-01-25,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/CA_Services_Case_Studies__6975c22e.md
Website Layout Framework,69763923-765c-83a0-86dc-c0c4999b7a31,2026-01-25,Nivy Advisory (Tax & Accounting),4,0,Nivy_Advisory_Tax_Accounting/Website_Layout_Framework__69763923.md
Automating Club Community Tasks,69768001-242c-8324-a52b-571396a17a7d,2026-01-25,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Automating_Club_Community_Tasks__69768001.md
D venizeo 50 salts,6976ffcb-33b8-8321-b2b5-84daf38d0bc4,2026-01-26,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/D_venizeo_50_salts__6976ffcb.md
Global SEO Strategy,697754c9-49b4-8321-a091-719cea3db118,2026-01-26,Nivy Next (Digital Marketing & AI),6,0,Nivy_Next_Digital_Marketing_AI/Global_SEO_Strategy__697754c9.md
Python Scraping for Company Data,697877f0-1148-8324-bbaf-ac8ff151ff25,2026-01-27,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Python_Scraping_for_Company_Data__697877f0.md
6-6-1990 Numerology Analysis,6978d571-33d4-8323-9e1f-0ad16c9910fd,2026-01-27,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/6-6-1990_Numerology_Analysis__6978d571.md
Lead Scraping Methods,69790214-4304-8323-a71d-5d63caa63692,2026-01-27,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Lead_Scraping_Methods__69790214.md
Digital Marketing Plan,697935bf-6404-8321-8b9f-d68ee4c55375,2026-01-27,Nivy Next (Digital Marketing & AI),10,0,Nivy_Next_Digital_Marketing_AI/Digital_Marketing_Plan__697935bf.md
Outreach Challenges in India,6979df1d-42e4-8320-8bdd-d1502a7e467b,2026-01-28,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Outreach_Challenges_in_India__6979df1d.md
Donation Tax and Benefits,6979fdc0-0f18-8321-845a-34c70e208e46,2026-01-28,Nivy Advisory (Tax & Accounting),5,0,Nivy_Advisory_Tax_Accounting/Donation_Tax_and_Benefits__6979fdc0.md
Growth Engine Index Creation,697a2502-cb80-8323-a0ca-1a65479a20f4,2026-01-28,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Growth_Engine_Index_Creation__697a2502.md
Growth Engines List,697a2669-54b4-8321-85ec-dc1a70f9a336,2026-01-28,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Growth_Engines_List__697a2669.md
Windows user profile issue,697a40b3-e660-839d-a9fe-e503e936d441,2026-01-28,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Windows_user_profile_issue__697a40b3.md
Company Registration in Singapore,697a5dcc-f928-8323-aead-8600721a7519,2026-01-28,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Company_Registration_in_Singapore__697a5dcc.md
Data Scraping Courses,697a856f-2db8-839a-9020-9c6a6c4d2f88,2026-01-28,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Data_Scraping_Courses__697a856f.md
Medicine Schedule Saved,697bc11b-de04-8320-9073-e274688f8851,2026-01-29,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Medicine_Schedule_Saved__697bc11b.md
Acineutra Usage for Acidity,697beca3-4638-8323-a8a9-e977b9695312,2026-01-29,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Acineutra_Usage_for_Acidity__697beca3.md
Ladkiyon ki commitment na chahne ki wajah,697bedf6-ffd8-8324-9f8a-07c280a1e2e0,2026-01-29,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Ladkiyon_ki_commitment_na_chahne_ki_wajah__697bedf6.md
Strategy for Fast Expansion,697bf52c-490c-8322-984f-6341a2417b2a,2026-01-30,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Strategy_for_Fast_Expansion__697bf52c.md
Roman Bangla Conversion,697ce0b8-0758-8324-9113-8d9a7991ab09,2026-01-30,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Roman_Bangla_Conversion__697ce0b8.md
Matrimonial Profile Creation,697cf94e-c54c-8320-b81d-ab3dc9ccab84,2026-01-30,Nivy Advisory (Tax & Accounting),3,0,Nivy_Advisory_Tax_Accounting/Matrimonial_Profile_Creation__697cf94e.md
Cheap Home Decor Ideas,697d174a-d23c-8320-8de4-5059fd572f0e,2026-01-30,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Cheap_Home_Decor_Ideas__697d174a.md
Brain Zaps and Medicine,697f24b0-fe1c-8320-b1f8-0dc6def27623,2026-02-01,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Brain_Zaps_and_Medicine__697f24b0.md
Key Relationship Elements,697f50df-ca24-8322-9ac5-0960194bb847,2026-02-01,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Key_Relationship_Elements__697f50df.md
Bulk Email with Free Tools,697fb493-61f8-8320-b57b-163bf0934d98,2026-02-01,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Bulk_Email_with_Free_Tools__697fb493.md
Python for Web Scraping,697fbdb4-ab00-8323-aecb-d13efe669c40,2026-02-01,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Python_for_Web_Scraping__697fbdb4.md
Company Directories Overview,698063b7-b24c-83a6-ab4d-83fd4256c711,2026-02-02,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Company_Directories_Overview__698063b7.md
Phone Number Formatting,6980942c-92c4-8324-8524-cc9e0ee29b36,2026-02-02,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Phone_Number_Formatting__6980942c.md
Nux Vomica Sleep Effect,6980e273-82ac-8323-8011-98d4c76a81cb,2026-02-02,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Nux_Vomica_Sleep_Effect__6980e273.md
Blood Test,6980e683-54f8-8321-a95d-70caa3e64c9b,2026-02-02,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Blood_Test__6980e683.md
Microsoft To Do vs TickTick,6980fbfa-c210-8322-b2e7-dc4f26add617,2026-02-02,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Microsoft_To_Do_vs_TickTick__6980fbfa.md
Matrimonial Profile,69822590-26f4-83a8-be89-6034dde95222,2026-02-03,Nivy Advisory (Tax & Accounting),3,0,Nivy_Advisory_Tax_Accounting/Matrimonial_Profile__69822590.md
Restaurant Data Request,69824a37-6dc0-8324-b747-e5533a14096e,2026-02-03,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Restaurant_Data_Request__69824a37.md
New chat,69846a4b-79b0-8323-a3b8-7fa46e502d3c,2026-02-05,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/New_chat__69846a4b.md
Agency Hiring Program Digital marketing and IT company,6984b928-8e04-8322-aff2-b6ba998f244a,2026-02-05,Nivy Next (Digital Marketing & AI),6,0,Nivy_Next_Digital_Marketing_AI/Agency_Hiring_Program_Digital_marketing_and_IT_company__6984b928.md
Medicine Requirement Calculation,6984d8cb-4010-8321-a7ca-d09907cbe93e,2026-02-05,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Medicine_Requirement_Calculation__6984d8cb.md
Google Form Creation Guide,6984f700-39bc-8324-a966-5ccf98135884,2026-02-05,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Google_Form_Creation_Guide__6984f700.md
Diet Plan Request,6985bbb1-c18c-8321-940d-afeb6b31a8e5,2026-02-06,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Diet_Plan_Request__6985bbb1.md
Low-Energy Routine Design,6985c4e5-2db8-8324-91cc-4a440b15af05,2026-02-06,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Low-Energy_Routine_Design__6985c4e5.md
Tapasvi Zindagi aur Ghar,69877600-a438-8323-8051-35106b309e1f,2026-02-07,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Tapasvi_Zindagi_aur_Ghar__69877600.md
Agency Partnership Opportunity,69888432-b5b4-8324-8b17-1f23cbd3cd8f,2026-02-08,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Agency_Partnership_Opportunity__69888432.md
Freelancer Pool Creation,698886a5-2420-83a4-becb-c82b9fb53533,2026-02-08,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Freelancer_Pool_Creation__698886a5.md
H. Pylori IgA Interpretation,6988a0c4-eb04-8321-b3e0-2c86f91a7964,2026-02-08,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/H_Pylori_IgA_Interpretation__6988a0c4.md
Hiring Email Marketing Freelancers,69890907-0cc0-8322-b8b1-09dfe3e86da8,2026-02-08,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Hiring_Email_Marketing_Freelancers__69890907.md
Google Form App Script,698a0acb-cb50-8323-ba64-b3a49148ff1d,2026-02-09,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Google_Form_App_Script__698a0acb.md
Indian Healthy Meal Options,698a2644-913c-83aa-9449-43ffe12a7bb4,2026-02-09,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Indian_Healthy_Meal_Options__698a2644.md
Notion Doc Organization Tips,698a39b0-de18-8322-ba77-a7e5eefe6404,2026-02-09,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Notion_Doc_Organization_Tips__698a39b0.md
Text Area Structure Design,698a3f9f-7d2c-8321-9c44-705973eeee48,2026-02-09,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Text_Area_Structure_Design__698a3f9f.md
Google Form Auto-Creation,698a5145-4088-8321-9793-2b650e020497,2026-02-09,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Google_Form_Auto-Creation__698a5145.md
Google Form Automation,698a6c4b-9aa4-8324-83a0-5f6d5c20aab1,2026-02-09,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Google_Form_Automation__698a6c4b.md
Sales Closer Hiring Post,698ade9b-dabc-8323-a265-66185e8cf72f,2026-02-10,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Sales_Closer_Hiring_Post__698ade9b.md
IE Mode Button Edge,698b0d9d-e74c-8321-b49c-b546e58ce20d,2026-02-10,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/IE_Mode_Button_Edge__698b0d9d.md
Infuserve America Overview,698b3252-ec0c-8320-b527-10a2a4ae33cd,2026-02-10,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Infuserve_America_Overview__698b3252.md
Hiring Accounting Agencies,698b3d09-15d8-83aa-805b-53f83a1d99c7,2026-02-10,Nivy Advisory (Tax & Accounting),7,0,Nivy_Advisory_Tax_Accounting/Hiring_Accounting_Agencies__698b3d09.md
2 to 4 wheeler DL,698f3df3-bd1c-8321-85f3-46f62479d297,2026-02-13,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/2_to_4_wheeler_DL__698f3df3.md
Download LMV Learner Licence,69903e3a-ebec-8321-b37e-789733e23cdd,2026-02-14,Nivy Academy,5,0,Nivy_Academy/Download_LMV_Learner_Licence__69903e3a.md
Service Capabilities Description,6990a3a1-01c8-8324-8e76-99105fe76563,2026-02-14,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Service_Capabilities_Description__6990a3a1.md
Recruitment Sources & Clients,6990ab9b-09a8-8321-ac0c-12abcbb097aa,2026-02-14,Nivy Jobs,5,0,Nivy_Jobs/Recruitment_Sources_Clients__6990ab9b.md
Freebies for Business Growth,6990d793-4cf8-8322-977f-beecae7e3491,2026-02-14,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Freebies_for_Business_Growth__6990d793.md
Business Plan Creation,6990dda0-ac88-8324-9716-ca451f9dd09d,2026-02-14,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Business_Plan_Creation__6990dda0.md
Lead Scraping Tools,6990e334-2fa8-83aa-8504-ada8e05548c0,2026-02-14,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Lead_Scraping_Tools__6990e334.md
All Services List,69914867-43dc-8322-add4-3ac53bd4d858,2026-02-15,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/All_Services_List__69914867.md
Perfect Guy Qualities,6991ce28-05b4-83a5-a6d3-aea6676f04cb,2026-02-15,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Perfect_Guy_Qualities__6991ce28.md
Business Plan Outline,6992272a-94ec-8320-9ac9-8195b219b141,2026-02-15,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Business_Plan_Outline__6992272a.md
USA vs LATAM Face,6992a383-a770-83ab-8236-d88918ea3caa,2026-02-16,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/USA_vs_LATAM_Face__6992a383.md
Daily Wage Jobs for Women,6992c4e5-c23c-8323-84e6-9f1bb6e514c0,2026-02-16,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Daily_Wage_Jobs_for_Women__6992c4e5.md
Nivy Business Plan Structure,699300ba-9bf0-8321-a611-dbbee2de23fa,2026-02-16,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Nivy_Business_Plan_Structure__699300ba.md
Company Systems Breakdown,6993142f-511c-8320-80b5-b9be723190d4,2026-02-16,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Company_Systems_Breakdown__6993142f.md
Modern Family Values,6993360d-372c-8320-b8ab-fef06def1900,2026-02-16,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Modern_Family_Values__6993360d.md
Arrange marriage sawal,69947fde-ee64-8323-8d45-bd0e17ee9476,2026-02-17,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Arrange_marriage_sawal__69947fde.md
Gut Improvement Homeopathy,699512b9-a348-8324-b9f9-af5e96b8460e,2026-02-18,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Gut_Improvement_Homeopathy__699512b9.md
Men's Fashion Styles,69952e27-4854-83ab-8e8e-f668f82aa9d5,2026-02-18,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Mens_Fashion_Styles__69952e27.md
Keyword Search Tools,69963aa1-eb80-83a7-8e9d-4c9f1b3aafc3,2026-02-18,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Keyword_Search_Tools__69963aa1.md
Ad-Free Music Apps,699663ed-a558-8324-ab0f-92b9682ed7fb,2026-02-19,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Ad-Free_Music_Apps__699663ed.md
Lead Generation Outsourcing Brief,6996eef8-b348-8320-baf7-e3df7ddd87d7,2026-02-19,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Lead_Generation_Outsourcing_Brief__6996eef8.md
Sales and Marketing Automation Tools,6998bbdf-202c-8323-aad1-34e5fc41a7a5,2026-02-20,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Sales_and_Marketing_Automation_Tools__6998bbdf.md
Dealing with Rejection and Vulnerability,6998c540-861c-8321-990b-7a79dacb51c5,2026-02-20,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Dealing_with_Rejection_and_Vulnerability__6998c540.md
Marriage Traits in India,69992f64-3b00-8324-958b-c5e084f367c2,2026-02-21,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Marriage_Traits_in_India__69992f64.md
How to use n8n,699943c7-ee80-8322-bd87-56805d23b847,2026-02-21,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/How_to_use_n8n__699943c7.md
Hiring Sales Automation Expert,69995787-e77c-83a9-8873-4bd9a04912e2,2026-02-21,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Hiring_Sales_Automation_Expert__69995787.md
Automation Engineer Role,69995f68-f5b8-8324-a95c-a5cdb3b89eb8,2026-02-21,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Automation_Engineer_Role__69995f68.md
Sales Marketing Automation,6999ba4d-9714-8324-8ba7-44b86d6bd9fe,2026-02-21,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Sales_Marketing_Automation__6999ba4d.md
Growth Engine Expansion Methods,699a1ce3-b254-83ab-9c3b-209e1d3cb74c,2026-02-21,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Growth_Engine_Expansion_Methods__699a1ce3.md
Ayurvedic Medicine Uses,699a1e86-7f6c-8322-ae38-f8e8b86ed14f,2026-02-21,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Ayurvedic_Medicine_Uses__699a1e86.md
Digital Marketing Requirements,699ac2f9-dfd8-8321-aaa7-080e560af35b,2026-02-22,Nivy Next (Digital Marketing & AI),7,0,Nivy_Next_Digital_Marketing_AI/Digital_Marketing_Requirements__699ac2f9.md
Partner Types for Ecosystem,699afd98-0e60-8324-96fc-34034bf982e1,2026-02-22,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Partner_Types_for_Ecosystem__699afd98.md
Business Over-Planning Paralysis,699b1cd4-2808-8324-8c13-8b6d58f45c65,2026-02-22,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Business_Over-Planning_Paralysis__699b1cd4.md
Business Operating System Setup,699b7468-01c0-8323-9ccb-8029b811089e,2026-02-22,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Business_Operating_System_Setup__699b7468.md
Indian Veg Protein Recipes,699ba9da-9ff4-8320-af0b-e41b20238ad3,2026-02-23,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Indian_Veg_Protein_Recipes__699ba9da.md
Email Marketing Tools,699bd543-85f4-8321-8ebd-e797fd32acc5,2026-02-23,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Email_Marketing_Tools__699bd543.md
Email Sequence for ISO Sales,699c6b69-40ec-8324-ab3f-b304329cf385,2026-02-23,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Email_Sequence_for_ISO_Sales__699c6b69.md
Notion Structure for Brands,699ccb23-1888-8321-8fa9-85edf1f489bf,2026-02-23,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Notion_Structure_for_Brands__699ccb23.md
AI Chatbots for WordPress,699ce90d-d3f0-8320-bdb3-8e8d4509861d,2026-02-23,Nivy Next (Digital Marketing & AI),5,0,Nivy_Next_Digital_Marketing_AI/AI_Chatbots_for_WordPress__699ce90d.md
Indian company databases,699d16fd-f20c-8320-ad94-28a54253ece2,2026-02-24,Nivy Global (Master Brand & HQ),5,0,Nivy_Global_Master_Brand_HQ/Indian_company_databases__699d16fd.md
Trademark Description Mobile Accessories,699daf81-e818-8320-b57b-c8ac84c44070,2026-02-24,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Trademark_Description_Mobile_Accessories__699daf81.md
Team Building,699e10f0-f0b8-8322-955b-ea04965e69b4,2026-02-24,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Team_Building__699e10f0.md
ISO Certification Industries USA,699ebc06-9bb8-8321-8723-dc9ef3b17340,2026-02-25,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/ISO_Certification_Industries_USA__699ebc06.md
LinkedIn Profile Virtual Assistant,699ebecc-9454-8321-ad3f-097532a2a59c,2026-02-25,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/LinkedIn_Profile_Virtual_Assistant__699ebecc.md
WPBakery Page Design,699f54fc-957c-8321-8eb5-2dd051f705d3,2026-02-25,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/WPBakery_Page_Design__699f54fc.md
Startup Hiring Process,699f6b74-fefc-8324-8991-efe8fcdc455b,2026-02-25,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Startup_Hiring_Process__699f6b74.md
Skilled People for Club,699fa006-36ec-8322-bc29-41ca3d0e3004,2026-02-26,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Skilled_People_for_Club__699fa006.md
USA Digital Marketing Website,69a055fe-4310-8321-b300-beb22af5f118,2026-02-26,Nivy Next (Digital Marketing & AI),5,0,Nivy_Next_Digital_Marketing_AI/USA_Digital_Marketing_Website__69a055fe.md
Freelancer Portal Fees,69a0f0ec-0e60-8324-a48c-64cba44f641c,2026-02-27,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Freelancer_Portal_Fees__69a0f0ec.md
Job Descriptions for Hiring,69a13c7a-a87c-8322-a53c-708878dd6eac,2026-02-27,Nivy Jobs,6,0,Nivy_Jobs/Job_Descriptions_for_Hiring__69a13c7a.md
Confusion about sexuality,69a20b19-d058-8322-93e9-310c591f850f,2026-02-27,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Confusion_about_sexuality__69a20b19.md
Outsourcing Agencies Hiring Post,69a32de9-e9fc-8322-86f9-58a48cfe877e,2026-02-28,Nivy Next (Digital Marketing & AI),4,0,Nivy_Next_Digital_Marketing_AI/Outsourcing_Agencies_Hiring_Post__69a32de9.md
Probiotic Ayurvedic Supplements,69a34f5d-ad24-8323-8d11-528ee4250a46,2026-02-28,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Probiotic_Ayurvedic_Supplements__69a34f5d.md
